ID,Classifier,Ranker,AttributesNum,Attributes,FPR_type1err,FNR_type2err,ROC_Area
90,5NN,ReliefF,100,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X;GENE1609X;GENE1632X;GENE1657X;GENE1612X;GENE1648X;GENE3939X;GENE1637X;GENE1647X;GENE1659X;GENE384X;GENE654X;GENE1615X;GENE1614X;GENE2378X;GENE1296X;GENE1613X;GENE611X;GENE1676X;GENE385X;GENE435X;GENE2713X;GENE2381X;GENE2104X;GENE1672X;GENE386X;GENE1611X;GENE493X;GENE1603X;GENE1653X;GENE2377X;GENE1619X;GENE2103X;GENE1644X;GENE1635X;GENE1636X;GENE3689X;GENE512X;GENE1673X;GENE2379X;GENE1639X;GENE513X;GENE1617X;GENE1620X;GENE2262X;GENE636X;GENE2402X;GENE1821X;GENE3688X;GENE2401X;GENE1251X;GENE2464X;GENE375X;GENE529X;GENE1740X;GENE1661X;GENE2693X;GENE655X;GENE3259X;GENE1690X;GENE364X;GENE2181X;GENE1607X;GENE2106X;GENE1604X;GENE2399X;GENE2910X;GENE236X;GENE1656X;GENE1631X;GENE1606X;GENE518X;GENE1605X;GENE1537X;GENE651X;GENE2795X;GENE2759X;GENE2358X;GENE593X;GENE1769X;GENE1633X;GENE524X;GENE3944X;GENE2380X;GENE1717X;GENE2478X;GENE1526X;GENE3945X;GENE378X;GENE1585X;GENE895X;GENE530X;GENE2113X;GENE2186X;GENE790X;GENE2220X,0.0,0.478,0.896
84,5NN,ReliefF,7,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X;GENE1609X;GENE1632X,0.042,0.565,0.848
26,NaiveBayes,ReliefF,10,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X;GENE1609X;GENE1632X;GENE1657X;GENE1612X;GENE1648X,0.208,0.304,0.892
29,NaiveBayes,ReliefF,100,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X;GENE1609X;GENE1632X;GENE1657X;GENE1612X;GENE1648X;GENE3939X;GENE1637X;GENE1647X;GENE1659X;GENE384X;GENE654X;GENE1615X;GENE1614X;GENE2378X;GENE1296X;GENE1613X;GENE611X;GENE1676X;GENE385X;GENE435X;GENE2713X;GENE2381X;GENE2104X;GENE1672X;GENE386X;GENE1611X;GENE493X;GENE1603X;GENE1653X;GENE2377X;GENE1619X;GENE2103X;GENE1644X;GENE1635X;GENE1636X;GENE3689X;GENE512X;GENE1673X;GENE2379X;GENE1639X;GENE513X;GENE1617X;GENE1620X;GENE2262X;GENE636X;GENE2402X;GENE1821X;GENE3688X;GENE2401X;GENE1251X;GENE2464X;GENE375X;GENE529X;GENE1740X;GENE1661X;GENE2693X;GENE655X;GENE3259X;GENE1690X;GENE364X;GENE2181X;GENE1607X;GENE2106X;GENE1604X;GENE2399X;GENE2910X;GENE236X;GENE1656X;GENE1631X;GENE1606X;GENE518X;GENE1605X;GENE1537X;GENE651X;GENE2795X;GENE2759X;GENE2358X;GENE593X;GENE1769X;GENE1633X;GENE524X;GENE3944X;GENE2380X;GENE1717X;GENE2478X;GENE1526X;GENE3945X;GENE378X;GENE1585X;GENE895X;GENE530X;GENE2113X;GENE2186X;GENE790X;GENE2220X,0.208,0.174,0.897
25,NaiveBayes,ReliefF,9,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X;GENE1609X;GENE1632X;GENE1657X;GENE1612X,0.222,0.217,0.892
27,NaiveBayes,ReliefF,20,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X;GENE1609X;GENE1632X;GENE1657X;GENE1612X;GENE1648X;GENE3939X;GENE1637X;GENE1647X;GENE1659X;GENE384X;GENE654X;GENE1615X;GENE1614X;GENE2378X;GENE1296X,0.222,0.261,0.877
82,5NN,ReliefF,5,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X,0.069,0.522,0.865
30,NaiveBayes,ReliefF,200,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X;GENE1609X;GENE1632X;GENE1657X;GENE1612X;GENE1648X;GENE3939X;GENE1637X;GENE1647X;GENE1659X;GENE384X;GENE654X;GENE1615X;GENE1614X;GENE2378X;GENE1296X;GENE1613X;GENE611X;GENE1676X;GENE385X;GENE435X;GENE2713X;GENE2381X;GENE2104X;GENE1672X;GENE386X;GENE1611X;GENE493X;GENE1603X;GENE1653X;GENE2377X;GENE1619X;GENE2103X;GENE1644X;GENE1635X;GENE1636X;GENE3689X;GENE512X;GENE1673X;GENE2379X;GENE1639X;GENE513X;GENE1617X;GENE1620X;GENE2262X;GENE636X;GENE2402X;GENE1821X;GENE3688X;GENE2401X;GENE1251X;GENE2464X;GENE375X;GENE529X;GENE1740X;GENE1661X;GENE2693X;GENE655X;GENE3259X;GENE1690X;GENE364X;GENE2181X;GENE1607X;GENE2106X;GENE1604X;GENE2399X;GENE2910X;GENE236X;GENE1656X;GENE1631X;GENE1606X;GENE518X;GENE1605X;GENE1537X;GENE651X;GENE2795X;GENE2759X;GENE2358X;GENE593X;GENE1769X;GENE1633X;GENE524X;GENE3944X;GENE2380X;GENE1717X;GENE2478X;GENE1526X;GENE3945X;GENE378X;GENE1585X;GENE895X;GENE530X;GENE2113X;GENE2186X;GENE790X;GENE2220X;GENE3258X;GENE588X;GENE1566X;GENE2830X;GENE1718X;GENE610X;GENE3261X;GENE1560X;GENE503X;GENE915X;GENE2154X;GENE3540X;GENE1662X;GENE2463X;GENE2226X;GENE652X;GENE3260X;GENE2042X;GENE2290X;GENE664X;GENE3027X;GENE499X;GENE3946X;GENE2150X;GENE1798X;GENE1875X;GENE567X;GENE2099X;GENE587X;GENE1037X;GENE3940X;GENE1600X;GENE3461X;GENE3289X;GENE2837X;GENE1568X;GENE1646X;GENE637X;GENE3332X;GENE1618X;GENE635X;GENE3690X;GENE653X;GENE528X;GENE2196X;GENE712X;GENE948X;GENE955X;GENE222X;GENE639X;GENE688X;GENE2187X;GENE1608X;GENE565X;GENE2758X;GENE1599X;GENE374X;GENE2403X;GENE622X;GENE2791X;GENE2888X;GENE3325X;GENE1297X;GENE834X;GENE1623X;GENE1598X;GENE2127X;GENE2105X;GENE708X;GENE514X;GENE2836X;GENE1924X;GENE3052X;GENE1532X;GENE1581X;GENE717X;GENE628X;GENE855X;GENE2071X;GENE2102X;GENE623X;GENE1668X;GENE500X;GENE599X;GENE589X;GENE361X;GENE642X;GENE662X;GENE1692X;GENE1540X;GENE1884X;GENE2394X;GENE2182X;GENE472X;GENE1652X;GENE395X;GENE1207X;GENE1700X;GENE2793X;GENE3833X,0.208,0.13,0.89
87,5NN,ReliefF,10,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X;GENE1609X;GENE1632X;GENE1657X;GENE1612X;GENE1648X,0.028,0.522,0.877
23,NaiveBayes,ReliefF,7,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X;GENE1609X;GENE1632X,0.208,0.217,0.877
22,NaiveBayes,ReliefF,6,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X;GENE1609X,0.222,0.217,0.882
83,5NN,ReliefF,6,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X;GENE1609X,0.056,0.478,0.853
21,NaiveBayes,ReliefF,5,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X,0.194,0.217,0.884
89,5NN,ReliefF,50,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X;GENE1609X;GENE1632X;GENE1657X;GENE1612X;GENE1648X;GENE3939X;GENE1637X;GENE1647X;GENE1659X;GENE384X;GENE654X;GENE1615X;GENE1614X;GENE2378X;GENE1296X;GENE1613X;GENE611X;GENE1676X;GENE385X;GENE435X;GENE2713X;GENE2381X;GENE2104X;GENE1672X;GENE386X;GENE1611X;GENE493X;GENE1603X;GENE1653X;GENE2377X;GENE1619X;GENE2103X;GENE1644X;GENE1635X;GENE1636X;GENE3689X;GENE512X;GENE1673X;GENE2379X;GENE1639X;GENE513X;GENE1617X;GENE1620X;GENE2262X;GENE636X,0.0,0.435,0.887
32,NaiveBayes,ReliefF-W,6,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X,0.222,0.217,0.879
31,NaiveBayes,ReliefF-W,5,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X,0.208,0.261,0.878
37,NaiveBayes,ReliefF-W,20,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X;GENE1612X;GENE1636X;GENE1639X;GENE1648X;GENE611X;GENE1647X;GENE1607X;GENE1657X;GENE384X;GENE3332X;GENE3944X;GENE1659X;GENE1769X;GENE1632X,0.222,0.304,0.886
33,NaiveBayes,ReliefF-W,7,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X;GENE1612X,0.236,0.217,0.882
85,5NN,ReliefF,8,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X;GENE1609X;GENE1632X;GENE1657X,0.028,0.478,0.87
35,NaiveBayes,ReliefF-W,9,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X;GENE1612X;GENE1636X;GENE1639X,0.222,0.304,0.865
36,NaiveBayes,ReliefF-W,10,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X;GENE1612X;GENE1636X;GENE1639X;GENE1648X,0.236,0.261,0.871
86,5NN,ReliefF,9,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X;GENE1609X;GENE1632X;GENE1657X;GENE1612X,0.028,0.478,0.835
94,5NN,ReliefF-W,7,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X;GENE1612X,0.042,0.522,0.847
97,5NN,ReliefF-W,10,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X;GENE1612X;GENE1636X;GENE1639X;GENE1648X,0.028,0.609,0.876
39,NaiveBayes,ReliefF-W,100,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X;GENE1612X;GENE1636X;GENE1639X;GENE1648X;GENE611X;GENE1647X;GENE1607X;GENE1657X;GENE384X;GENE3332X;GENE3944X;GENE1659X;GENE1769X;GENE1632X;GENE2103X;GENE529X;GENE1615X;GENE1609X;GENE1672X;GENE1603X;GENE2104X;GENE2713X;GENE1613X;GENE1635X;GENE1611X;GENE1717X;GENE3688X;GENE1673X;GENE1608X;GENE3325X;GENE1604X;GENE1560X;GENE3689X;GENE1884X;GENE1656X;GENE1653X;GENE1719X;GENE3939X;GENE386X;GENE399X;GENE2402X;GENE524X;GENE1718X;GENE1614X;GENE2378X;GENE236X;GENE1661X;GENE1740X;GENE0X;GENE385X;GENE1731X;GENE3945X;GENE3329X;GENE613X;GENE1642X;GENE1644X;GENE1650X;GENE1720X;GENE1631X;GENE512X;GENE1226X;GENE528X;GENE1537X;GENE1296X;GENE2693X;GENE653X;GENE1821X;GENE3917X;GENE3327X;GENE3649X;GENE1676X;GENE3833X;GENE1599X;GENE1619X;GENE1568X;GENE2379X;GENE3648X;GENE3690X;GENE915X;GENE636X;GENE1544X;GENE1662X;GENE1600X;GENE3863X;GENE1328X;GENE530X;GENE1651X;GENE1134X;GENE3621X;GENE654X;GENE3946X;GENE101X;GENE3104X;GENE493X,0.222,0.174,0.899
100,5NN,ReliefF-W,100,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X;GENE1612X;GENE1636X;GENE1639X;GENE1648X;GENE611X;GENE1647X;GENE1607X;GENE1657X;GENE384X;GENE3332X;GENE3944X;GENE1659X;GENE1769X;GENE1632X;GENE2103X;GENE529X;GENE1615X;GENE1609X;GENE1672X;GENE1603X;GENE2104X;GENE2713X;GENE1613X;GENE1635X;GENE1611X;GENE1717X;GENE3688X;GENE1673X;GENE1608X;GENE3325X;GENE1604X;GENE1560X;GENE3689X;GENE1884X;GENE1656X;GENE1653X;GENE1719X;GENE3939X;GENE386X;GENE399X;GENE2402X;GENE524X;GENE1718X;GENE1614X;GENE2378X;GENE236X;GENE1661X;GENE1740X;GENE0X;GENE385X;GENE1731X;GENE3945X;GENE3329X;GENE613X;GENE1642X;GENE1644X;GENE1650X;GENE1720X;GENE1631X;GENE512X;GENE1226X;GENE528X;GENE1537X;GENE1296X;GENE2693X;GENE653X;GENE1821X;GENE3917X;GENE3327X;GENE3649X;GENE1676X;GENE3833X;GENE1599X;GENE1619X;GENE1568X;GENE2379X;GENE3648X;GENE3690X;GENE915X;GENE636X;GENE1544X;GENE1662X;GENE1600X;GENE3863X;GENE1328X;GENE530X;GENE1651X;GENE1134X;GENE3621X;GENE654X;GENE3946X;GENE101X;GENE3104X;GENE493X,0.028,0.522,0.899
93,5NN,ReliefF-W,6,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X,0.042,0.522,0.831
95,5NN,ReliefF-W,8,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X;GENE1612X;GENE1636X,0.014,0.565,0.838
38,NaiveBayes,ReliefF-W,50,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X;GENE1612X;GENE1636X;GENE1639X;GENE1648X;GENE611X;GENE1647X;GENE1607X;GENE1657X;GENE384X;GENE3332X;GENE3944X;GENE1659X;GENE1769X;GENE1632X;GENE2103X;GENE529X;GENE1615X;GENE1609X;GENE1672X;GENE1603X;GENE2104X;GENE2713X;GENE1613X;GENE1635X;GENE1611X;GENE1717X;GENE3688X;GENE1673X;GENE1608X;GENE3325X;GENE1604X;GENE1560X;GENE3689X;GENE1884X;GENE1656X;GENE1653X;GENE1719X;GENE3939X;GENE386X;GENE399X;GENE2402X;GENE524X;GENE1718X;GENE1614X,0.236,0.217,0.9
98,5NN,ReliefF-W,20,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X;GENE1612X;GENE1636X;GENE1639X;GENE1648X;GENE611X;GENE1647X;GENE1607X;GENE1657X;GENE384X;GENE3332X;GENE3944X;GENE1659X;GENE1769X;GENE1632X,0.014,0.565,0.91
91,5NN,ReliefF,200,GENE1567X;GENE1610X;GENE2462X;GENE1658X;GENE1622X;GENE1609X;GENE1632X;GENE1657X;GENE1612X;GENE1648X;GENE3939X;GENE1637X;GENE1647X;GENE1659X;GENE384X;GENE654X;GENE1615X;GENE1614X;GENE2378X;GENE1296X;GENE1613X;GENE611X;GENE1676X;GENE385X;GENE435X;GENE2713X;GENE2381X;GENE2104X;GENE1672X;GENE386X;GENE1611X;GENE493X;GENE1603X;GENE1653X;GENE2377X;GENE1619X;GENE2103X;GENE1644X;GENE1635X;GENE1636X;GENE3689X;GENE512X;GENE1673X;GENE2379X;GENE1639X;GENE513X;GENE1617X;GENE1620X;GENE2262X;GENE636X;GENE2402X;GENE1821X;GENE3688X;GENE2401X;GENE1251X;GENE2464X;GENE375X;GENE529X;GENE1740X;GENE1661X;GENE2693X;GENE655X;GENE3259X;GENE1690X;GENE364X;GENE2181X;GENE1607X;GENE2106X;GENE1604X;GENE2399X;GENE2910X;GENE236X;GENE1656X;GENE1631X;GENE1606X;GENE518X;GENE1605X;GENE1537X;GENE651X;GENE2795X;GENE2759X;GENE2358X;GENE593X;GENE1769X;GENE1633X;GENE524X;GENE3944X;GENE2380X;GENE1717X;GENE2478X;GENE1526X;GENE3945X;GENE378X;GENE1585X;GENE895X;GENE530X;GENE2113X;GENE2186X;GENE790X;GENE2220X;GENE3258X;GENE588X;GENE1566X;GENE2830X;GENE1718X;GENE610X;GENE3261X;GENE1560X;GENE503X;GENE915X;GENE2154X;GENE3540X;GENE1662X;GENE2463X;GENE2226X;GENE652X;GENE3260X;GENE2042X;GENE2290X;GENE664X;GENE3027X;GENE499X;GENE3946X;GENE2150X;GENE1798X;GENE1875X;GENE567X;GENE2099X;GENE587X;GENE1037X;GENE3940X;GENE1600X;GENE3461X;GENE3289X;GENE2837X;GENE1568X;GENE1646X;GENE637X;GENE3332X;GENE1618X;GENE635X;GENE3690X;GENE653X;GENE528X;GENE2196X;GENE712X;GENE948X;GENE955X;GENE222X;GENE639X;GENE688X;GENE2187X;GENE1608X;GENE565X;GENE2758X;GENE1599X;GENE374X;GENE2403X;GENE622X;GENE2791X;GENE2888X;GENE3325X;GENE1297X;GENE834X;GENE1623X;GENE1598X;GENE2127X;GENE2105X;GENE708X;GENE514X;GENE2836X;GENE1924X;GENE3052X;GENE1532X;GENE1581X;GENE717X;GENE628X;GENE855X;GENE2071X;GENE2102X;GENE623X;GENE1668X;GENE500X;GENE599X;GENE589X;GENE361X;GENE642X;GENE662X;GENE1692X;GENE1540X;GENE1884X;GENE2394X;GENE2182X;GENE472X;GENE1652X;GENE395X;GENE1207X;GENE1700X;GENE2793X;GENE3833X,0.028,0.652,0.873
96,5NN,ReliefF-W,9,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X;GENE1612X;GENE1636X;GENE1639X,0.028,0.565,0.872
101,5NN,ReliefF-W,200,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X;GENE1612X;GENE1636X;GENE1639X;GENE1648X;GENE611X;GENE1647X;GENE1607X;GENE1657X;GENE384X;GENE3332X;GENE3944X;GENE1659X;GENE1769X;GENE1632X;GENE2103X;GENE529X;GENE1615X;GENE1609X;GENE1672X;GENE1603X;GENE2104X;GENE2713X;GENE1613X;GENE1635X;GENE1611X;GENE1717X;GENE3688X;GENE1673X;GENE1608X;GENE3325X;GENE1604X;GENE1560X;GENE3689X;GENE1884X;GENE1656X;GENE1653X;GENE1719X;GENE3939X;GENE386X;GENE399X;GENE2402X;GENE524X;GENE1718X;GENE1614X;GENE2378X;GENE236X;GENE1661X;GENE1740X;GENE0X;GENE385X;GENE1731X;GENE3945X;GENE3329X;GENE613X;GENE1642X;GENE1644X;GENE1650X;GENE1720X;GENE1631X;GENE512X;GENE1226X;GENE528X;GENE1537X;GENE1296X;GENE2693X;GENE653X;GENE1821X;GENE3917X;GENE3327X;GENE3649X;GENE1676X;GENE3833X;GENE1599X;GENE1619X;GENE1568X;GENE2379X;GENE3648X;GENE3690X;GENE915X;GENE636X;GENE1544X;GENE1662X;GENE1600X;GENE3863X;GENE1328X;GENE530X;GENE1651X;GENE1134X;GENE3621X;GENE654X;GENE3946X;GENE101X;GENE3104X;GENE493X;GENE1700X;GENE1602X;GENE3651X;GENE1596X;GENE651X;GENE2066X;GENE3650X;GENE1623X;GENE3290X;GENE721X;GENE1617X;GENE1875X;GENE2236X;GENE655X;GENE3626X;GENE3289X;GENE1039X;GENE3632X;GENE2245X;GENE2464X;GENE1737X;GENE537X;GENE2127X;GENE2395X;GENE1585X;GENE531X;GENE2403X;GENE2381X;GENE1730X;GENE2271X;GENE391X;GENE598X;GENE1297X;GENE3324X;GENE3620X;GENE1526X;GENE1606X;GENE3330X;GENE506X;GENE967X;GENE637X;GENE1225X;GENE2401X;GENE2363X;GENE3834X;GENE2106X;GENE3874X;GENE3027X;GENE3147X;GENE3335X;GENE1625X;GENE3943X;GENE3319X;GENE375X;GENE593X;GENE1574X;GENE3326X;GENE834X;GENE2380X;GENE2399X;GENE739X;GENE1702X;GENE1598X;GENE3140X;GENE1302X;GENE3328X;GENE3331X;GENE378X;GENE3259X;GENE447X;GENE3607X;GENE3361X;GENE1605X;GENE3397X;GENE895X;GENE1618X;GENE2262X;GENE3318X;GENE2404X;GENE445X;GENE1595X;GENE2394X;GENE2307X;GENE1726X;GENE1646X;GENE1732X;GENE1641X;GENE2400X;GENE3312X;GENE1826X;GENE1577X;GENE2476X;GENE1699X;GENE1666X;GENE513X;GENE2759X;GENE518X;GENE3258X;GENE1498X;GENE849X,0.042,0.391,0.903
92,5NN,ReliefF-W,5,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X,0.042,0.522,0.863
99,5NN,ReliefF-W,50,GENE1610X;GENE1567X;GENE1637X;GENE1658X;GENE2462X;GENE1622X;GENE1612X;GENE1636X;GENE1639X;GENE1648X;GENE611X;GENE1647X;GENE1607X;GENE1657X;GENE384X;GENE3332X;GENE3944X;GENE1659X;GENE1769X;GENE1632X;GENE2103X;GENE529X;GENE1615X;GENE1609X;GENE1672X;GENE1603X;GENE2104X;GENE2713X;GENE1613X;GENE1635X;GENE1611X;GENE1717X;GENE3688X;GENE1673X;GENE1608X;GENE3325X;GENE1604X;GENE1560X;GENE3689X;GENE1884X;GENE1656X;GENE1653X;GENE1719X;GENE3939X;GENE386X;GENE399X;GENE2402X;GENE524X;GENE1718X;GENE1614X,0.028,0.435,0.906
